District,Polling Station Number,Conservative,Green Party,Liberal,NDP-New Democratic Party,Conservative (%),Green Party (%),Liberal (%),NDP-New Democratic Party (%),Other (%)
13005.0,606,37,13,146,11,17.87,6.28,70.53,5.31,0.0
13005.0,607,243,14,309,53,39.26,2.26,49.92,8.56,0.0
13005.0,608,362,12,471,70,39.56,1.31,51.48,7.65,0.0
13005.0,609,150,11,273,35,31.98,2.35,58.21,7.46,0.0
13005.0,61,57,12,116,66,22.71,4.78,46.22,26.29,0.0
13005.0,610,168,4,159,43,44.92,1.07,42.51,11.5,0.0
13005.0,611,74,1,68,5,50.0,0.68,45.95,3.38,0.0
13005.0,62,72,13,62,31,40.45,7.3,34.83,17.42,0.0
13005.0,62-1,38,5,46,20,34.86,4.59,42.2,18.35,0.0
13005.0,63,25,7,54,10,26.04,7.29,56.25,10.42,0.0
13005.0,64,101,11,91,25,44.3,4.82,39.91,10.96,0.0
13005.0,65,92,12,60,46,43.81,5.71,28.57,21.9,0.0
13005.0,66,108,10,72,38,47.37,4.39,31.58,16.67,0.0
13005.0,66-1,79,9,50,27,47.88,5.45,30.3,16.36,0.0
13005.0,67,59,12,75,29,33.71,6.86,42.86,16.57,0.0
13005.0,68,74,15,83,36,35.58,7.21,39.9,17.31,0.0
13005.0,69,22,8,109,14,14.38,5.23,71.24,9.15,0.0
13005.0,7,17,2,60,49,13.28,1.56,46.88,38.28,0.0
13005.0,70,46,35,96,35,21.7,16.51,45.28,16.51,0.0
13005.0,71,32,19,143,27,14.48,8.6,64.71,12.22,0.0
13005.0,72,20,12,126,25,10.93,6.56,68.85,13.66,0.0
13005.0,73,42,12,107,38,21.11,6.03,53.77,19.1,0.0
13005.0,74,38,12,122,23,19.49,6.15,62.56,11.79,0.0
13005.0,75,0,0,0,0,,,,,
13005.0,76,51,3,91,38,27.87,1.64,49.73,20.77,0.0
13005.0,77,74,6,119,31,32.17,2.61,51.74,13.48,0.0
13005.0,78,71,11,107,38,31.28,4.85,47.14,16.74,0.0
13005.0,79,46,3,86,34,27.22,1.78,50.89,20.12,0.0
13005.0,8,32,4,35,31,31.37,3.92,34.31,30.39,0.0
13005.0,80,91,3,101,22,41.94,1.38,46.54,10.14,0.0
13005.0,81,30,1,27,6,46.88,1.56,42.19,9.38,0.0
13005.0,82,84,8,103,25,38.18,3.64,46.82,11.36,0.0
13005.0,83,82,9,88,11,43.16,4.74,46.32,5.79,0.0
13005.0,84,59,10,75,28,34.3,5.81,43.6,16.28,0.0
13005.0,85,45,1,80,15,31.91,0.71,56.74,10.64,0.0
13005.0,86,64,8,97,16,34.59,4.32,52.43,8.65,0.0
13005.0,87,77,4,89,21,40.31,2.09,46.6,10.99,0.0
13005.0,88,66,4,80,17,39.52,2.4,47.9,10.18,0.0
13005.0,89,0,0,0,0,,,,,
13005.0,9,19,7,42,54,15.57,5.74,34.43,44.26,0.0
13005.0,90,56,6,130,23,26.05,2.79,60.47,10.7,0.0
13005.0,91,103,0,115,25,42.39,0.0,47.33,10.29,0.0
13005.0,92,171,8,260,57,34.48,1.61,52.42,11.49,0.0
13005.0,93,0,0,0,0,,,,,
13005.0,94,52,9,111,15,27.81,4.81,59.36,8.02,0.0
13005.0,95,0,0,0,0,,,,,
13005.0,96,78,7,110,19,36.45,3.27,51.4,8.88,0.0
13005.0,97,55,5,64,16,39.29,3.57,45.71,11.43,0.0
13005.0,98,67,3,103,8,37.02,1.66,56.91,4.42,0.0
13005.0,99,41,4,91,15,27.15,2.65,60.26,9.93,0.0
13005.0,S/R 1,72,7,39,15,54.14,5.26,29.32,11.28,0.0
13005.0,S/R 2,309,21,425,68,37.55,2.55,51.64,8.26,0.0
13006.0,1,60,10,61,70,29.85,4.98,30.35,34.83,0.0
13006.0,10,48,9,40,24,39.67,7.44,33.06,19.83,0.0
13006.0,100,74,11,97,82,28.03,4.17,36.74,31.06,0.0
13006.0,101,80,8,50,32,47.06,4.71,29.41,18.82,0.0
13006.0,102,148,4,77,21,59.2,1.6,30.8,8.4,0.0
13006.0,103,142,6,37,31,65.74,2.78,17.13,14.35,0.0
13006.0,104,63,1,41,31,46.32,0.74,30.15,22.79,0.0
13006.0,105,176,6,75,17,64.23,2.19,27.37,6.2,0.0
13006.0,106,55,1,44,20,45.83,0.83,36.67,16.67,0.0
13006.0,107,64,5,42,18,49.61,3.88,32.56,13.95,0.0
13006.0,108,67,8,83,57,31.16,3.72,38.6,26.51,0.0
13006.0,109,21,1,25,9,37.5,1.79,44.64,16.07,0.0
13006.0,11,70,5,39,21,51.85,3.7,28.89,15.56,0.0
13006.0,110,76,10,112,31,33.19,4.37,48.91,13.54,0.0
13006.0,111,39,0,36,8,46.99,0.0,43.37,9.64,0.0
13006.0,112,85,8,66,26,45.95,4.32,35.68,14.05,0.0
13006.0,113,90,14,133,57,30.61,4.76,45.24,19.39,0.0
13006.0,114,16,1,28,12,28.07,1.75,49.12,21.05,0.0
13006.0,115,97,12,59,15,53.01,6.56,32.24,8.2,0.0
13006.0,116,103,5,46,20,59.2,2.87,26.44,11.49,0.0
13006.0,117,83,12,61,27,45.36,6.56,33.33,14.75,0.0
13006.0,118,101,11,66,19,51.27,5.58,33.5,9.64,0.0
13006.0,119,48,3,32,15,48.98,3.06,32.65,15.31,0.0
13006.0,12,70,6,44,24,48.61,4.17,30.56,16.67,0.0
13006.0,120,49,7,58,16,37.69,5.38,44.62,12.31,0.0
13006.0,121,52,4,24,19,52.53,4.04,24.24,19.19,0.0
13006.0,122,45,2,38,24,41.28,1.83,34.86,22.02,0.0
13006.0,123,47,7,45,12,42.34,6.31,40.54,10.81,0.0
13006.0,124,68,8,75,34,36.76,4.32,40.54,18.38,0.0
13006.0,125,67,15,82,30,34.54,7.73,42.27,15.46,0.0
13006.0,126,62,6,55,25,41.89,4.05,37.16,16.89,0.0
13006.0,127,64,6,36,19,51.2,4.8,28.8,15.2,0.0
13006.0,128,43,5,21,13,52.44,6.1,25.61,15.85,0.0
13006.0,129,114,12,58,26,54.29,5.71,27.62,12.38,0.0
13006.0,13,95,11,57,28,49.74,5.76,29.84,14.66,0.0
13006.0,130,125,12,98,49,44.01,4.23,34.51,17.25,0.0
13006.0,131,82,2,66,20,48.24,1.18,38.82,11.76,0.0
13006.0,14,70,1,38,17,55.56,0.79,30.16,13.49,0.0
13006.0,15,77,12,45,17,50.99,7.95,29.8,11.26,0.0
13006.0,16,79,3,60,18,49.38,1.88,37.5,11.25,0.0
13006.0,17,68,5,67,19,42.77,3.14,42.14,11.95,0.0
13006.0,18,17,13,114,32,9.66,7.39,64.77,18.18,0.0
13006.0,19,98,11,79,60,39.52,4.44,31.85,24.19,0.0
13006.0,2,22,4,38,45,20.18,3.67,34.86,41.28,0.0
13006.0,20,84,2,51,28,50.91,1.21,30.91,16.97,0.0
13006.0,21,21,0,87,41,14.09,0.0,58.39,27.52,0.0
13006.0,21-1,30,4,117,51,14.85,1.98,57.92,25.25,0.0
13006.0,22,124,3,67,23,57.14,1.38,30.88,10.6,0.0
13006.0,23,68,4,53,29,44.16,2.6,34.42,18.83,0.0
13006.0,24,62,1,126,106,21.02,0.34,42.71,35.93,0.0
13006.0,25,38,3,109,52,18.81,1.49,53.96,25.74,0.0
13006.0,26,106,11,175,93,27.53,2.86,45.45,24.16,0.0
13006.0,26-1,0,0,0,0,,,,,
13006.0,27,152,4,95,37,52.78,1.39,32.99,12.85,0.0
13006.0,28,67,5,99,47,30.73,2.29,45.41,21.56,0.0
13006.0,29,47,4,116,74,19.5,1.66,48.13,30.71,0.0
13006.0,3,32,4,34,62,24.24,3.03,25.76,46.97,0.0
13006.0,30,52,0,143,57,20.63,0.0,56.75,22.62,0.0
13006.0,31,24,3,80,60,14.37,1.8,47.9,35.93,0.0
13006.0,32,46,3,124,42,21.4,1.4,57.67,19.53,0.0
13006.0,33,83,5,94,74,32.42,1.95,36.72,28.91,0.0
13006.0,33-1,42,3,54,47,28.77,2.05,36.99,32.19,0.0
13006.0,34,11,3,43,27,13.1,3.57,51.19,32.14,0.0
13006.0,34-1,20,3,29,16,29.41,4.41,42.65,23.53,0.0
13006.0,35,40,1,81,31,26.14,0.65,52.94,20.26,0.0
13006.0,36,48,3,91,46,25.53,1.6,48.4,24.47,0.0
13006.0,37,58,8,133,49,23.39,3.23,53.63,19.76,0.0
13006.0,38,44,5,130,49,19.3,2.19,57.02,21.49,0.0
13006.0,39,66,3,49,21,47.48,2.16,35.25,15.11,0.0
13006.0,4,34,9,39,34,29.31,7.76,33.62,29.31,0.0
13006.0,40,106,9,58,32,51.71,4.39,28.29,15.61,0.0
13006.0,41,69,4,63,17,45.1,2.61,41.18,11.11,0.0
13006.0,42,39,8,53,15,33.91,6.96,46.09,13.04,0.0
13006.0,43,88,11,48,44,46.07,5.76,25.13,23.04,0.0
13006.0,44,76,7,46,26,49.03,4.52,29.68,16.77,0.0
13006.0,45,59,8,62,18,40.14,5.44,42.18,12.24,0.0
13006.0,46,142,9,120,33,46.71,2.96,39.47,10.86,0.0
13006.0,47,96,9,59,30,49.48,4.64,30.41,15.46,0.0
13006.0,48,92,10,71,37,43.81,4.76,33.81,17.62,0.0
13006.0,49,26,6,15,11,44.83,10.34,25.86,18.97,0.0
13006.0,5,31,12,56,46,21.38,8.28,38.62,31.72,0.0
13006.0,50,112,11,103,49,40.73,4.0,37.45,17.82,0.0
13006.0,500,16,1,34,6,28.07,1.75,59.65,10.53,0.0
13006.0,501,30,0,51,4,35.29,0.0,60.0,4.71,0.0
13006.0,502,15,0,18,8,36.59,0.0,43.9,19.51,0.0
13006.0,51,64,7,78,20,37.87,4.14,46.15,11.83,0.0
13006.0,52,98,7,39,14,62.03,4.43,24.68,8.86,0.0
13006.0,53,145,11,79,28,55.13,4.18,30.04,10.65,0.0
13006.0,54,126,8,114,40,43.75,2.78,39.58,13.89,0.0
13006.0,55,140,11,58,40,56.22,4.42,23.29,16.06,0.0
13006.0,56,147,13,112,38,47.42,4.19,36.13,12.26,0.0
13006.0,57,103,8,72,25,49.52,3.85,34.62,12.02,0.0
13006.0,57-1,60,1,37,25,48.78,0.81,30.08,20.33,0.0
13006.0,58,84,17,53,21,48.0,9.71,30.29,12.0,0.0
13006.0,59,127,11,85,43,47.74,4.14,31.95,16.17,0.0
13006.0,6,40,8,59,74,22.1,4.42,32.6,40.88,0.0
13006.0,60,85,2,69,28,46.2,1.09,37.5,15.22,0.0
13006.0,600,86,22,112,59,30.82,7.89,40.14,21.15,0.0
13006.0,601,189,14,102,32,56.08,4.15,30.27,9.5,0.0
13006.0,602,126,7,179,83,31.9,1.77,45.32,21.01,0.0
13006.0,603,113,5,90,12,51.36,2.27,40.91,5.45,0.0
13006.0,604,197,26,178,54,43.3,5.71,39.12,11.87,0.0
13006.0,605,358,29,246,44,52.88,4.28,36.34,6.5,0.0
13006.0,606,125,8,77,26,52.97,3.39,32.63,11.02,0.0
13006.0,607,82,2,94,37,38.14,0.93,43.72,17.21,0.0
13006.0,608,101,10,84,15,48.1,4.76,40.0,7.14,0.0
13006.0,609,71,10,115,50,28.86,4.07,46.75,20.33,0.0
13006.0,61,140,7,80,42,52.04,2.6,29.74,15.61,0.0
13006.0,610,110,4,94,20,48.25,1.75,41.23,8.77,0.0
13006.0,62,0,0,0,0,,,,,
13006.0,63,115,5,60,23,56.65,2.46,29.56,11.33,0.0
13006.0,64,167,6,50,43,62.78,2.26,18.8,16.17,0.0
13006.0,65,111,7,56,16,58.42,3.68,29.47,8.42,0.0
13006.0,66,102,1,76,29,49.04,0.48,36.54,13.94,0.0
13006.0,67,64,10,43,24,45.39,7.09,30.5,17.02,0.0
13006.0,68,56,6,48,12,45.9,4.92,39.34,9.84,0.0
13006.0,69,75,6,29,17,59.06,4.72,22.83,13.39,0.0
13006.0,7,26,5,42,64,18.98,3.65,30.66,46.72,0.0
13006.0,70,52,2,31,14,52.53,2.02,31.31,14.14,0.0
13006.0,71,66,6,41,19,50.0,4.55,31.06,14.39,0.0
13006.0,72,69,7,68,17,42.86,4.35,42.24,10.56,0.0
13006.0,73,94,8,63,22,50.27,4.28,33.69,11.76,0.0
13006.0,74,72,7,55,16,48.0,4.67,36.67,10.67,0.0
13006.0,75,76,12,68,26,41.76,6.59,37.36,14.29,0.0
13006.0,76,136,8,44,36,60.71,3.57,19.64,16.07,0.0
13006.0,77,172,12,84,28,58.11,4.05,28.38,9.46,0.0
13006.0,78,87,1,47,21,55.77,0.64,30.13,13.46,0.0
13006.0,79,79,12,61,19,46.2,7.02,35.67,11.11,0.0
13006.0,8,29,17,33,51,22.31,13.08,25.38,39.23,0.0
13006.0,80,149,12,84,44,51.56,4.15,29.07,15.22,0.0
13006.0,81,120,4,70,8,59.41,1.98,34.65,3.96,0.0
13006.0,82,45,1,39,9,47.87,1.06,41.49,9.57,0.0
13006.0,83,17,1,137,13,10.12,0.6,81.55,7.74,0.0
13006.0,84,69,10,103,25,33.33,4.83,49.76,12.08,0.0
13006.0,85,122,13,82,25,50.41,5.37,33.88,10.33,0.0
13006.0,86,171,20,100,42,51.35,6.01,30.03,12.61,0.0
13006.0,87,29,7,20,11,43.28,10.45,29.85,16.42,0.0
13006.0,88,131,11,47,43,56.47,4.74,20.26,18.53,0.0
13006.0,89,82,7,47,28,50.0,4.27,28.66,17.07,0.0
13006.0,9,54,19,61,46,30.0,10.56,33.89,25.56,0.0
13006.0,90,50,3,43,26,40.98,2.46,35.25,21.31,0.0
13006.0,91,81,5,46,36,48.21,2.98,27.38,21.43,0.0
13006.0,92,65,9,76,51,32.34,4.48,37.81,25.37,0.0
13006.0,93,41,11,38,29,34.45,9.24,31.93,24.37,0.0
13006.0,94,78,14,115,66,28.57,5.13,42.12,24.18,0.0
13006.0,95,58,17,86,32,30.05,8.81,44.56,16.58,0.0
13006.0,96,64,9,73,42,34.04,4.79,38.83,22.34,0.0
13006.0,97,41,7,35,43,32.54,5.56,27.78,34.13,0.0
13006.0,98,48,8,40,34,36.92,6.15,30.77,26.15,0.0
13006.0,99,25,3,43,45,21.55,2.59,37.07,38.79,0.0
13006.0,S/R 1,58,6,34,11,53.21,5.5,31.19,10.09,0.0
13006.0,S/R 2,279,20,242,46,47.53,3.41,41.23,7.84,0.0
13007.0,1,173,23,100,55,49.29,6.55,28.49,15.67,0.0
13007.0,10,117,28,91,56,40.07,9.59,31.16,19.18,0.0
13007.0,10-1,126,26,106,41,42.14,8.7,35.45,13.71,0.0
13007.0,100,33,26,80,34,19.08,15.03,46.24,19.65,0.0
13007.0,101,42,31,95,35,20.69,15.27,46.8,17.24,0.0
13007.0,102,42,20,51,33,28.77,13.7,34.93,22.6,0.0
13007.0,103,30,35,78,20,18.4,21.47,47.85,12.27,0.0
13007.0,104,31,20,109,20,17.22,11.11,60.56,11.11,0.0
13007.0,105,15,17,55,21,13.89,15.74,50.93,19.44,0.0
13007.0,106,23,18,49,12,22.55,17.65,48.04,11.76,0.0
13007.0,107,24,23,46,27,20.0,19.17,38.33,22.5,-0.0
13007.0,108,25,7,24,14,35.71,10.0,34.29,20.0,0.0
13007.0,109,21,7,38,13,26.58,8.86,48.1,16.46,0.0
13007.0,11,84,7,74,7,48.84,4.07,43.02,4.07,0.0
13007.0,110,30,21,57,28,22.06,15.44,41.91,20.59,0.0
13007.0,111,51,9,69,36,30.91,5.45,41.82,21.82,0.0
13007.0,112,56,16,93,44,26.79,7.66,44.5,21.05,0.0
13007.0,113,48,41,62,33,26.09,22.28,33.7,17.93,0.0
13007.0,114,42,7,56,14,35.29,5.88,47.06,11.76,0.0
13007.0,115,54,13,62,46,30.86,7.43,35.43,26.29,0.0
13007.0,116,42,28,48,36,27.27,18.18,31.17,23.38,0.0
13007.0,117,59,44,75,28,28.64,21.36,36.41,13.59,0.0
13007.0,118,73,28,70,28,36.68,14.07,35.18,14.07,0.0
13007.0,119,62,30,63,19,35.63,17.24,36.21,10.92,0.0
13007.0,12,107,20,99,15,44.4,8.3,41.08,6.22,0.0
13007.0,120,0,0,0,0,,,,,
13007.0,121,131,16,109,23,46.95,5.73,39.07,8.24,0.0
13007.0,122,117,16,96,24,46.25,6.32,37.94,9.49,0.0
13007.0,123,49,15,50,32,33.56,10.27,34.25,21.92,0.0
13007.0,123-1,50,17,46,17,38.46,13.08,35.38,13.08,0.0
13007.0,124,64,19,80,19,35.16,10.44,43.96,10.44,0.0
13007.0,124-1,65,9,51,21,44.52,6.16,34.93,14.38,0.0
13007.0,125,71,34,72,30,34.3,16.43,34.78,14.49,0.0
13007.0,126,44,15,46,27,33.33,11.36,34.85,20.45,0.0
13007.0,127,125,25,63,59,45.96,9.19,23.16,21.69,0.0
13007.0,128,57,15,33,33,41.3,10.87,23.91,23.91,0.0
13007.0,128-1,85,18,53,23,47.49,10.06,29.61,12.85,0.0
13007.0,129,94,19,28,40,51.93,10.5,15.47,22.1,0.0
13007.0,13,74,23,106,57,28.46,8.85,40.77,21.92,0.0
13007.0,130,83,26,42,36,44.39,13.9,22.46,19.25,0.0
13007.0,131,76,21,43,40,42.22,11.67,23.89,22.22,0.0
13007.0,132,104,18,26,40,55.32,9.57,13.83,21.28,0.0
13007.0,133,135,30,52,56,49.45,10.99,19.05,20.51,0.0
13007.0,134,38,7,21,16,46.34,8.54,25.61,19.51,0.0
13007.0,135,114,17,57,52,47.5,7.08,23.75,21.67,0.0
13007.0,136,81,23,35,23,50.0,14.2,21.6,14.2,0.0
13007.0,137,67,19,51,32,39.64,11.24,30.18,18.93,0.0
13007.0,138,122,21,73,34,48.8,8.4,29.2,13.6,0.0
13007.0,139,88,40,54,31,41.31,18.78,25.35,14.55,0.0
13007.0,14,78,24,74,54,33.91,10.43,32.17,23.48,0.0
13007.0,14-1,68,23,50,30,39.77,13.45,29.24,17.54,0.0
13007.0,140,83,21,37,40,45.86,11.6,20.44,22.1,0.0
13007.0,141,125,32,72,44,45.79,11.72,26.37,16.12,0.0
13007.0,142,80,20,42,33,45.71,11.43,24.0,18.86,0.0
13007.0,143,110,23,62,28,49.33,10.31,27.8,12.56,0.0
13007.0,144,69,17,42,25,45.1,11.11,27.45,16.34,0.0
13007.0,145,111,31,62,32,47.03,13.14,26.27,13.56,-0.0
13007.0,146,96,25,68,32,43.44,11.31,30.77,14.48,0.0
13007.0,147,57,13,96,25,29.84,6.81,50.26,13.09,0.0
13007.0,148,52,18,98,33,25.87,8.96,48.76,16.42,0.0
13007.0,149,27,6,49,22,25.96,5.77,47.12,21.15,0.0
13007.0,15,98,26,83,18,43.56,11.56,36.89,8.0,0.0
13007.0,150,29,11,55,31,23.02,8.73,43.65,24.6,0.0
13007.0,151,90,23,132,36,32.03,8.19,46.98,12.81,0.0
13007.0,152,85,21,125,38,31.6,7.81,46.47,14.13,0.0
13007.0,152-1,70,18,134,24,28.46,7.32,54.47,9.76,0.0
13007.0,153,84,28,151,45,27.27,9.09,49.03,14.61,0.0
13007.0,154,53,19,112,44,23.25,8.33,49.12,19.3,0.0
13007.0,155,39,3,74,23,28.06,2.16,53.24,16.55,0.0
13007.0,155-1,67,19,98,34,30.73,8.72,44.95,15.6,0.0
13007.0,156,52,8,65,33,32.91,5.06,41.14,20.89,0.0
13007.0,156-1,32,10,46,18,30.19,9.43,43.4,16.98,0.0
13007.0,157,50,16,63,28,31.85,10.19,40.13,17.83,0.0
13007.0,158,58,13,60,26,36.94,8.28,38.22,16.56,0.0
13007.0,159,40,6,90,14,26.67,4.0,60.0,9.33,0.0
13007.0,16,31,15,34,29,28.44,13.76,31.19,26.61,0.0
13007.0,160,51,20,161,19,20.32,7.97,64.14,7.57,0.0
13007.0,161,71,30,127,62,24.48,10.34,43.79,21.38,0.0
13007.0,161-1,74,25,171,54,22.84,7.72,52.78,16.67,0.0
13007.0,162,79,23,157,52,25.4,7.4,50.48,16.72,0.0
13007.0,162-1,127,38,210,71,28.48,8.52,47.09,15.92,0.0
13007.0,163,59,15,118,47,24.69,6.28,49.37,19.67,0.0
13007.0,163-1,47,9,131,25,22.17,4.25,61.79,11.79,0.0
13007.0,164,116,27,164,54,32.13,7.48,45.43,14.96,0.0
13007.0,165,137,27,187,43,34.77,6.85,47.46,10.91,0.0
13007.0,165-1,59,13,116,21,28.23,6.22,55.5,10.05,0.0
13007.0,165-2,31,13,75,13,23.48,9.85,56.82,9.85,0.0
13007.0,166,65,16,77,65,29.15,7.17,34.53,29.15,0.0
13007.0,166-1,113,21,83,39,44.14,8.2,32.42,15.23,0.0
13007.0,167,70,20,123,51,26.52,7.58,46.59,19.32,0.0
13007.0,168,66,17,61,41,35.68,9.19,32.97,22.16,0.0
13007.0,169,59,5,58,39,36.65,3.11,36.02,24.22,0.0
13007.0,17,59,19,63,31,34.3,11.05,36.63,18.02,0.0
13007.0,17-1,44,6,39,34,35.77,4.88,31.71,27.64,0.0
13007.0,18,58,19,58,41,32.95,10.8,32.95,23.3,0.0
13007.0,19,96,25,119,37,34.66,9.03,42.96,13.36,0.0
13007.0,2,82,15,30,27,53.25,9.74,19.48,17.53,0.0
13007.0,20,53,21,45,51,31.18,12.35,26.47,30.0,0.0
13007.0,21,124,23,96,30,45.42,8.42,35.16,10.99,0.0
13007.0,22,33,3,16,19,46.48,4.23,22.54,26.76,0.0
13007.0,23,46,16,53,34,30.87,10.74,35.57,22.82,0.0
13007.0,24,98,21,113,34,36.84,7.89,42.48,12.78,0.0
13007.0,25,84,18,135,41,30.22,6.47,48.56,14.75,0.0
13007.0,26,66,15,49,32,40.74,9.26,30.25,19.75,0.0
13007.0,27,96,7,36,25,58.54,4.27,21.95,15.24,0.0
13007.0,28,30,14,45,32,24.79,11.57,37.19,26.45,0.0
13007.0,29,39,5,36,34,34.21,4.39,31.58,29.82,0.0
13007.0,3,112,23,99,35,41.64,8.55,36.8,13.01,0.0
13007.0,30,35,15,30,28,32.41,13.89,27.78,25.93,0.0
13007.0,31,48,12,34,27,39.67,9.92,28.1,22.31,0.0
13007.0,32,50,13,44,28,37.04,9.63,32.59,20.74,0.0
13007.0,33,37,7,18,18,46.25,8.75,22.5,22.5,0.0
13007.0,34,84,14,71,39,40.38,6.73,34.13,18.75,0.0
13007.0,34-1,72,17,56,28,41.62,9.83,32.37,16.18,0.0
13007.0,35,88,13,104,61,33.08,4.89,39.1,22.93,0.0
13007.0,36,54,5,61,35,34.84,3.23,39.35,22.58,0.0
13007.0,37,27,10,54,24,23.48,8.7,46.96,20.87,0.0
